,Log_Key,Level,Feature,Structure,Information,Wording
1440,org.apache.wicket.application.CompoundClassResolver.resolveClass71,debug,"['<level>', 'debug', '</level>', '<message>', 'ClassResolver', ""'{}'"", 'cannot', 'find', 'class:', ""'{}'"", '</message>']",1,1,1
2353,org.apache.wicket.application.ReloadingClassLoader.watchForModifications329,debug,"['<level>', 'debug', '</level>', '<message>', 'clzLocation=', '</message>']",0,0,0
1585,org.apache.wicket.application.ReloadingClassLoader.watchForModifications360,debug,"['<level>', 'debug', '</level>', '<message>', 'Class', 'file', 'does', 'not', 'exist:', '</message>']",1,1,1
1441,org.apache.wicket.cdi.AutoConversationManager.autoBeginIfNecessary82,debug,"['<level>', 'debug', '</level>', '<message>', 'Auto-began', 'conversation', ""'{}'"", 'for', 'page', ""'{}'"", '</message>']",1,1,1
1442,org.apache.wicket.cdi.AutoConversationManager.autoEndIfNecessary102,debug,"['<level>', 'debug', '</level>', '<message>', 'Auto-ended', 'conversation', ""'{}'"", 'for', 'page', ""'{}'"", '</message>']",1,1,1
2120,org.apache.wicket.cdi.ConversationPropagator.onDetach342,debug,"['<level>', 'debug', '</level>', '<message>', 'Deactivating', 'conversation', '{}', '</message>']",1,1,1
2121,org.apache.wicket.cdi.ConversationPropagator.onRequestHandlerResolved108,debug,"['<level>', 'debug', '</level>', '<message>', 'Activating', 'conversation', '{}', '</message>']",1,1,1
689,org.apache.wicket.cdi.ConversationPropagator.onRequestHandlerScheduled276,debug,"['<level>', 'debug', '</level>', '<message>', 'Propagating', 'non-transient', 'conversation', '{}', 'via', 'page', 'parameters', 'of', 'handler', '{}', '</message>']",1,1,1
1447,org.apache.wicket.cdi.ConversationPropagator.onUrlMapped178,debug,"['<level>', 'debug', '</level>', '<message>', 'Propagating', 'non-transient', 'conversation', '{}', 'via', 'url', '</message>']",1,1,1
1446,org.apache.wicket.cdi.ConversationPropagator.onUrlMapped330,debug,"['<level>', 'debug', '</level>', '<message>', 'Propagating', 'non-transient', 'conversation', '{}', 'via', 'url', '</message>']",1,1,1
165,org.apache.wicket.core.request.handler.ListenerRequestHandler.respond192,debug,"['<level>', 'debug', '</level>', '<message>', 'An', 'IRequestListener', 'was', 'called', 'but', 'its', 'page/component({})', ""couldn't"", 'be', 'resolved.', 'Scheduling', 're-create', 'of', 'the', 'page', 'and', 'ignoring', 'the', 'listener', 'interface...', '</message>']",1,1,1
1601,org.apache.wicket.core.util.lang.PropertyResolver.findSetter1069,debug,"['<level>', 'debug', '</level>', '<message>', 'Cannot', 'find', 'setter', 'corresponding', 'to', '</message>']",1,1,1
1259,org.apache.wicket.core.util.lang.PropertyResolver.findSetter802,debug,"['<level>', 'debug', '</level>', '<message>', ""Can't"", 'find', 'setter', 'method', 'corresponding', 'to', '</message>']",1,1,1
504,org.apache.wicket.core.util.lang.WicketObjects.resolveClass177,debug,"['<level>', 'debug', '</level>', '<message>', 'Class', 'not', 'found', 'by', 'using', 'objects', 'own', 'classloader,', 'trying', 'the', 'IClassResolver', '</message>']",1,1,1
1171,org.apache.wicket.core.util.resource.locator.ResourceStreamLocator.locate128,debug,"['<level>', 'debug', '</level>', '<message>', 'Attempting', 'to', 'locate', 'resource', ""'{}'"", 'using', ""finder'{}'"", '</message>']",1,1,1
690,org.apache.wicket.core.util.watch.Nio2ModificationWatcher.register263,debug,"['<level>', 'debug', '</level>', '<message>', 'Registering', 'folder', ""'{}'"", 'to', 'the', 'watching', 'service', 'with', 'kinds:', '{}', '</message>']",1,1,1
1602,org.apache.wicket.DefaultExceptionMapper.mapExpectedExceptions144,debug,"['<level>', 'debug', '</level>', '<message>', 'Connection', 'lost,', 'give', 'up', 'responding.', '</message>']",1,1,1
1172,org.apache.wicket.examples.source.SourcesPage.get214,debug,"['<level>', 'debug', '</level>', '<message>', ""Can't"", 'construct', 'the', 'uri', 'as', 'a', 'file:', '</message>']",1,1,1
131,org.apache.wicket.markup.head.filter.FilteringHeaderResponse.render210,debug,"['<level>', 'debug', '</level>', '<message>', 'A', 'HeaderItem', ""'{}'"", 'was', 'rendered', 'to', 'the', 'filtering', 'header', 'response,', 'but', 'did', 'not', 'match', 'any', 'filters,', 'so', 'it', 'put', 'in', 'the', '<head>.', '</message>']",1,1,0
506,org.apache.wicket.markup.html.form.FormComponent.updateCollectionModel1631,debug,"['<level>', 'debug', '</level>', '<message>', 'An', 'error', 'occurred', 'while', 'trying', 'to', 'modify', 'the', 'collection', 'attached', 'to', '</message>']",1,1,1
507,org.apache.wicket.markup.html.form.FormComponent.updateCollectionModel1650,debug,"['<level>', 'debug', '</level>', '<message>', 'An', 'error', 'occurred', 'while', 'trying', 'to', 'set', 'the', 'collection', 'attached', 'to', '</message>']",1,1,1
1988,org.apache.wicket.markup.MarkupCache.onMarkupNotFound340,debug,"['<level>', 'debug', '</level>', '<message>', 'Markup', 'not', 'found:', '</message>']",1,1,1
1989,org.apache.wicket.markup.MarkupCache.removeMarkup129,debug,"['<level>', 'debug', '</level>', '<message>', 'Removing', 'from', 'cache:', '</message>']",1,0,1
1990,org.apache.wicket.markup.MarkupCache.removeMarkup146,debug,"['<level>', 'debug', '</level>', '<message>', 'Removed', 'from', 'cache:', '</message>']",1,0,1
1991,org.apache.wicket.markup.MarkupCache.removeMarkup174,debug,"['<level>', 'debug', '</level>', '<message>', 'Removed', 'from', 'watcher:', '</message>']",1,0,1
963,org.apache.wicket.markup.MarkupResourceStream.setWicketNamespace272,debug,"['<level>', 'debug', '</level>', '<message>', 'You', 'are', 'using', 'a', 'non-standard', 'namespace', 'name:', ""'{}'"", '</message>']",1,1,1
2287,org.apache.wicket.markup.resolver.AutoLinkResolver.resolve817,debug,"['<level>', 'debug', '</level>', '<message>', 'Added', 'autolink', '</message>']",1,1,1
1462,org.apache.wicket.model.LoadableDetachableModel.getObject132,debug,"['<level>', 'debug', '</level>', '<message>', 'loaded', 'transient', 'object', ""'{}'"", 'for', ""'{}'"", '</message>']",1,1,0
1801,org.apache.wicket.Page.internalOnAfterConfigure774,debug,"['<level>', 'debug', '</level>', '<message>', 'Page', 'not', 'allowed', 'to', 'render:', '</message>']",1,1,1
512,org.apache.wicket.Page.isPageStateless488,debug,"['<level>', 'debug', '</level>', '<message>', 'Page', ""'{}'"", 'is', 'not', 'stateless', 'because', 'of', 'component', 'with', 'path', ""'{}'."", '</message>']",1,1,1
871,org.apache.wicket.page.PageAccessSynchronizer.internalUnlockPages208,debug,"['<level>', 'debug', '</level>', '<message>', ""{}'"", 'released', 'lock', 'to', 'page', 'with', 'id', ""'{}'"", '</message>']",1,1,1
542,org.apache.wicket.page.PageAccessSynchronizer.lockPage112,debug,"['<level>', 'debug', '</level>', '<message>', ""{}'"", 'attempting', 'to', 'acquire', 'lock', 'to', 'page', 'with', 'id', ""'{}'"", '</message>']",1,1,1
2355,org.apache.wicket.pageStore.DiskDataStore.destroy105,debug,"['<level>', 'debug', '</level>', '<message>', 'Destroying...', '</message>']",1,0,1
2356,org.apache.wicket.pageStore.DiskDataStore.destroy107,debug,"['<level>', 'debug', '</level>', '<message>', 'Destroyed.', '</message>']",1,0,1
437,org.apache.wicket.pageStore.DiskDataStore.getData125,debug,"['<level>', 'debug', '</level>', '<message>', 'Returning', 'data{}', 'for', 'page', 'with', 'id', ""'{}'"", 'in', 'session', 'with', 'id', ""'{}'"", '</message>']",1,1,1
438,org.apache.wicket.pageStore.DiskDataStore.removeData151,debug,"['<level>', 'debug', '</level>', '<message>', 'Removing', 'data', 'for', 'page', 'with', 'id', ""'{}'"", 'in', 'session', 'with', 'id', ""'{}'"", '</message>']",1,1,1
439,org.apache.wicket.pageStore.DiskDataStore.storeData184,debug,"['<level>', 'debug', '</level>', '<message>', 'Storing', 'data', 'for', 'page', 'with', 'id', ""'{}'"", 'in', 'session', 'with', 'id', ""'{}'"", '</message>']",1,1,1
1451,org.apache.wicket.pageStore.memory.HttpSessionDataStore.removeData110,debug,"['<level>', 'debug', '</level>', '<message>', 'Removed', 'page', ""'{}'"", 'in', 'session', ""'{}'"", '</message>']",1,1,1
1452,org.apache.wicket.pageStore.memory.HttpSessionDataStore.removeData122,debug,"['<level>', 'debug', '</level>', '<message>', 'Removed', 'all', 'pages', 'in', 'session', ""'{}'"", '</message>']",1,1,1
1173,org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener.checkRequest407,debug,"['<level>', 'debug', '</level>', '<message>', 'Source', 'URI', 'not', 'present', 'in', 'request,', '{}', '</message>']",1,1,1
1174,org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener.checkRequest434,debug,"['<level>', 'debug', '</level>', '<message>', 'Source', 'URI', 'conflicts', 'with', 'request', 'origin,', '{}', '</message>']",1,1,1
692,org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener.isWhitelistedHost482,debug,"['<level>', 'debug', '</level>', '<message>', 'Origin:', '{}', 'not', 'parseable', 'as', 'an', 'URI.', 'Whitelisted-origin', 'check', 'skipped.', '</message>']",1,1,1
693,org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener.matchingOrigin669,debug,"['<level>', 'debug', '</level>', '<message>', 'CSRF', 'Origin', '{}', 'matched', 'requested', 'resource,', 'allowed', 'for', 'page', '{}', '</message>']",1,1,1
441,org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener.onRequestHandlerResolved360,debug,"['<level>', 'debug', '</level>', '<message>', 'Targeted', 'page', '{}', 'was', 'opted', 'out', 'of', 'the', 'CSRF', 'origin', 'checks,', 'allowed', '</message>']",1,1,1
13,org.apache.wicket.protocol.http.servlet.XForwardedRequestWrapperFactory.newRequestWrapper743,debug,"['<level>', 'debug', '</level>', '<message>', 'Incoming', 'request', '|', 'with', 'originalRemoteAddr', ""'"", '|', ""',"", ""originalRemoteHost='"", '|', ""',"", ""originalSecure='"", '|', ""',"", ""originalScheme='"", '|', ""',"", 'original[', '|', ""]='"", '|', ',', 'original[', '|', ""]='"", '|', ""'"", 'will', 'be', 'seen', 'as', ""newRemoteAddr='"", '|', ""',"", ""newRemoteHost='"", '|', ""',"", ""newScheme='"", '|', ""',"", ""newSecure='"", '|', ""',"", 'new[', '|', ""]='"", '|', ',', 'new[', '|', ""]='"", '|', ""'"", '</message>']",0,0,0
1974,org.apache.wicket.protocol.http.WicketFilter.processRequest173,debug,"['<level>', 'debug', '</level>', '<message>', 'Ignoring', 'request', '{}', '</message>']",1,1,1
834,org.apache.wicket.protocol.ws.api.AbstractWebSocketProcessor.broadcastMessage287,debug,"['<level>', 'debug', '</level>', '<message>', 'Either', 'there', 'is', 'no', 'connection({})', 'or', 'it', 'is', 'closed.', '</message>']",1,1,1
329,org.apache.wicket.protocol.ws.javax.WicketEndpoint.onClose80,debug,"['<level>', 'debug', '</level>', '<message>', 'Web', 'Socket', 'connection', 'with', 'id', ""'{}'"", 'has', 'been', 'closed', 'with', 'code', ""'{}'"", 'and', 'reason:', '{}', '</message>']",1,1,1
330,org.apache.wicket.request.cycle.RequestCycle.processRequest247,debug,"['<level>', 'debug', '</level>', '<message>', 'No', 'suitable', 'handler', 'found', 'for', 'URL', '{},', 'falling', 'back', 'to', 'container', 'to', 'process', 'this', 'request', '</message>']",1,1,1
514,org.apache.wicket.request.cycle.RequestCycleListenerCollection.onException140,debug,"['<level>', 'debug', '</level>', '<message>', '{}', 'exception', 'handlers', 'available', 'for', 'exception', '{},', 'using', 'the', 'first', 'handler', '</message>']",1,1,1
1179,org.apache.wicket.request.mapper.CompoundRequestMapper.logMappers177,debug,"['<level>', 'debug', '</level>', '<message>', 'No', 'compatible', 'mapper', 'found', 'for', 'URL', ""'{}'"", '</message>']",1,1,1
1180,org.apache.wicket.request.mapper.CompoundRequestMapper.logMappers185,debug,"['<level>', 'debug', '</level>', '<message>', 'Multiple', 'compatible', 'mappers', 'found', 'for', 'URL', ""'{}'"", '</message>']",1,1,1
2177,org.apache.wicket.request.mapper.CompoundRequestMapper.logMappers188,debug,"['<level>', 'debug', '</level>', '<message>', '*', '{}', '</message>']",0,0,0
2626,org.apache.wicket.request.resource.PackageResource.newResourceResponse389,debug,"['<level>', 'debug', '</level>', '<message>', ' ', '</message>']",0,0,0
2627,org.apache.wicket.request.resource.PackageResource.newResourceResponse394,debug,"['<level>', 'debug', '</level>', '<message>', ' ', '</message>']",0,0,0
725,org.apache.wicket.request.UrlRenderer.removeCommonPrefixes344,debug,"['<level>', 'debug', '</level>', '<message>', 'Segments', ""'{}'"", 'do', 'not', 'start', 'with', 'common', 'prefix', ""'{}'"", '</message>']",1,1,1
695,org.apache.wicket.response.filter.XmlCleaningResponseFilter.stripNonValidXMLCharacters115,debug,"['<level>', 'debug', '</level>', '<message>', 'An', 'invalid', 'character', ""'{}'"", 'found', 'at', 'position', ""'{}'"", 'in', ""'{}'"", '</message>']",1,1,1
515,org.apache.wicket.serialize.java.JavaSerializer.resolveClass202,debug,"['<level>', 'debug', '</level>', '<message>', 'Class', 'not', 'found', 'by', 'the', 'object', 'outputstream', 'itself,', 'trying', 'the', 'IClassResolver', '</message>']",1,1,1
443,org.apache.wicket.serialize.java.JavaSerializer.resolveProxyClass279,debug,"['<level>', 'debug', '</level>', '<message>', 'Proxy', 'Class', 'not', 'found', 'by', 'the', 'object', 'outputstream', 'itself,', 'trying', 'the', 'IClassResolver', '</message>']",1,1,1
1975,org.apache.wicket.session.HttpSessionStore.valueUnbound420,debug,"['<level>', 'debug', '</level>', '<message>', 'Session', 'unbound:', '{}', '</message>']",1,1,1
1022,org.apache.wicket.session.HttpSessionStore.valueUnbound430,debug,"['<level>', 'debug', '</level>', '<message>', 'Wicket', 'application', 'with', 'name', ""'{}'"", 'not', 'found.', '</message>']",1,1,1
2288,org.apache.wicket.util.cookies.CookieUtils.remove219,debug,"['<level>', 'debug', '</level>', '<message>', 'Removed', 'Cookie:', '</message>']",1,1,1
2127,org.apache.wicket.util.crypt.AbstractCrypt.decryptUrlSafe71,debug,"['<level>', 'debug', '</level>', '<message>', 'Error', 'decoding', 'text:', '</message>']",1,1,1
2631,org.apache.wicket.util.crypt.ClassCryptFactory.newCrypt84,debug,"['<level>', 'debug', '</level>', '<message>', 'exception:', '</message>']",0,0,0
2131,org.apache.wicket.util.io.IOUtils.closeQuietly125,debug,"['<level>', 'debug', '</level>', '<message>', 'closing', 'resource', 'failed:', '</message>']",1,1,0
2289,org.apache.wicket.util.resource.ZipResourceStream.zipDir141,debug,"['<level>', 'debug', '</level>', '<message>', 'Adding:', ""'{}'"", '</message>']",1,1,1
535,org.apache.wicket.util.string.StringValue.toBoolean413,debug,"['<level>', 'debug', '</level>', '<message>', 'An', 'error', 'occurred', 'while', 'converting', ""'%s'"", 'to', 'a', 'boolean:', '%s', '</message>']",1,1,1
536,org.apache.wicket.util.string.StringValue.toChar464,debug,"['<level>', 'debug', '</level>', '<message>', 'An', 'error', 'occurred', 'while', 'converting', ""'%s'"", 'to', 'a', 'character:', '%s', '</message>']",1,1,1
537,org.apache.wicket.util.string.StringValue.toDouble522,debug,"['<level>', 'debug', '</level>', '<message>', 'An', 'error', 'occurred', 'while', 'converting', ""'%s'"", 'to', 'a', 'double:', '%s', '</message>']",1,1,1
541,org.apache.wicket.util.string.StringValue.toDuration575,debug,"['<level>', 'debug', '</level>', '<message>', 'An', 'error', 'occurred', 'while', 'converting', ""'%s'"", 'to', 'a', 'Duration:', '%s', '</message>']",1,1,1
538,org.apache.wicket.util.string.StringValue.toEnum921,debug,"['<level>', 'debug', '</level>', '<message>', 'An', 'error', 'occurred', 'while', 'converting', ""'%s'"", 'to', 'a', '%s:', '%s', '</message>']",1,1,1
539,org.apache.wicket.util.string.StringValue.toInt622,debug,"['<level>', 'debug', '</level>', '<message>', 'An', 'error', 'occurred', 'while', 'converting', ""'%s'"", 'to', 'an', 'integer:', '%s', '</message>']",1,1,1
540,org.apache.wicket.util.string.StringValue.toLong689,debug,"['<level>', 'debug', '</level>', '<message>', 'An', 'error', 'occurred', 'while', 'converting', ""'%s'"", 'to', 'a', 'long:', '%s', '</message>']",1,1,1
543,org.apache.wicket.util.string.StringValue.toTime863,debug,"['<level>', 'debug', '</level>', '<message>', 'An', 'error', 'occurred', 'while', 'converting', ""'%s'"", 'to', 'a', 'Time:', '%s', '</message>']",1,1,1
1833,org.apache.zookeeper.cli.SetQuotaCommand.checkIfChildQuota205,debug,"['<level>', 'debug', '</level>', '<message>', 'child', 'removed', 'during', 'quota', 'check', '</message>']",1,1,0
2367,org.apache.zookeeper.client.ZooKeeperSaslClient.createSaslToken319,debug,"['<level>', 'debug', '</level>', '<message>', 'saslClient.evaluateChallenge(len={})', '</message>']",0,0,0
2368,org.apache.zookeeper.client.ZooKeeperSaslClient.sendSaslPacket348,debug,"['<level>', 'debug', '</level>', '<message>', 'ClientCnxn:sendSaslPacket:length={}', '</message>']",0,0,0
2637,org.apache.zookeeper.client.ZooKeeperSaslClient.sendSaslPacket363,debug,"['<level>', 'debug', '</level>', '<message>', 'ClientCnxn:sendSaslPacket:length={}', '</message>']",0,0,0
1262,org.apache.zookeeper.ClientCnxn.primeConnection1043,debug,"['<level>', 'debug', '</level>', '<message>', 'Session', 'establishment', 'request', 'sent', 'on', '{}', '</message>']",1,1,1
