System,ID,Callsite,Line,Level,Log,Structural,Information,Wording
Flink,1116,org.apache.flink.runtime.jobmanager.ZooKeeperJobGraphStore.removeJobGraph,261,debug,java.lang.String(name)Removing job graph {} from {}{}.-org.apache.flink.api.common.JobID(name)jobId-java.lang.String(name)zooKeeperFullBasePath-java.lang.String(name)path,x,o,o
Flink,1158,org.apache.flink.runtime.jobmaster.JobManagerRunner.unregisterJobFromHighAvailability,270,error,java.lang.String(name)Could not un-register from high-availability services job {} ({}).Other JobManager's may attempt to recover it and re-execute it.-java.lang.String(name)jobGraph.getName()-org.apache.flink.api.common.JobID(name)jobGraph.getJobID()-java.lang.Throwable(name)t,o,o,o
Flink,1135,org.apache.flink.runtime.jobmaster.JobMaster.onStop,335,info,java.lang.String(name)Stopping the JobMaster for job {}({}).-java.lang.String(name)jobGraph.getName()-org.apache.flink.api.common.JobID(name)jobGraph.getJobID(),o,o,o
Flink,1139,org.apache.flink.runtime.jobmaster.JobMaster.requestKvStateLocation,461,info,java.lang.String(name)Error while request key-value state location-java.lang.Exception(name)e,o,o,x
Flink,1136,org.apache.flink.runtime.jobmaster.JobMaster.requestNextInputSplit,394,warn,java.lang.String(name)Error while requesting next input split-java.io.IOException(name)e,o,o,o
Flink,1143,org.apache.flink.runtime.jobmaster.JobMaster.requestOperatorBackPressureStats,657,info,java.lang.String(name)Error while requesting operator back pressure stats-org.apache.flink.util.FlinkException(name)e,o,o,o
Flink,1148,org.apache.flink.runtime.jobmaster.JobMaster.suspendExecution,760,debug,java.lang.String(name)Job has already been suspended or shutdown.,o,o,o
Flink,1190,org.apache.flink.runtime.jobmaster.slotpool.SchedulerImpl.releaseSharedSlot,593,debug,java.lang.String(name)Could not find slot [{}] in slot sharing group {}. Ignoring release slot request.-org.apache.flink.runtime.jobmaster.SlotRequestId(name)slotRequestId-org.apache.flink.runtime.instance.SlotSharingGroupId(name)slotSharingGroupId,o,o,o
Flink,1172,org.apache.flink.runtime.jobmaster.slotpool.SlotPoolImpl.requestSlotFromResourceManager,319,info,java.lang.String(name)Requesting new slot [{}] and profile {} from resource manager.-org.apache.flink.runtime.jobmaster.SlotRequestId(name)pendingRequest.getSlotRequestId()-org.apache.flink.runtime.clusterframework.types.ResourceProfile(name)pendingRequest.getResourceProfile(),o,o,o
Flink,1169,org.apache.flink.runtime.jobmaster.slotpool.SlotSharingManager.checkOversubscriptionAndReleaseChildren,607,debug,"java.lang.String(name)Not all requests are fulfilled due to over-allocated, number of requests is {}, number of evicted requests is {}, underlying allocated is {}, fulfilled is {}, evicted requests is {},-int(name)children.size()-int(name)childrenToEvict.size()-org.apache.flink.runtime.clusterframework.types.ResourceProfile(name)slotContext.getResourceProfile()-org.apache.flink.runtime.clusterframework.types.ResourceProfile(name)requiredResources-java.util.ArrayList<TaskSlot>(name)childrenToEvict",o,o,o
Flink,1198,org.apache.flink.runtime.leaderelection.ZooKeeperLeaderElectionService.isLeader,230,debug,java.lang.String(name)Ignoring the grant leadership notification since the service has already been stopped.,o,o,o
Flink,1206,org.apache.flink.runtime.leaderelection.ZooKeeperLeaderElectionService.writeLeaderInformation,331,debug,"java.lang.String(name)Write leader information: Leader={}, session ID={}.-java.lang.String(name)leaderContender.getAddress()-java.util.UUID(name)leaderSessionID",o,o,o
Flink,1215,org.apache.flink.runtime.leaderretrieval.ZooKeeperLeaderRetrievalService.nodeChanged,169,debug,"java.lang.String(name)New leader information: Leader={}, session ID={}.-java.lang.String(name)leaderAddress-java.util.UUID(name)leaderSessionID",o,o,o
Flink,1222,org.apache.flink.runtime.memory.MemoryManager.MemoryManager,181,debug,"java.lang.String(name)Initialized MemoryManager with total memory size {}, number of slots {}, page size {}, memory type {}, pre allocate memory {} and number of non allocated pages {}.-long(name)memorySize-int(name)numberOfSlots-int(name)pageSize-org.apache.flink.core.memory.MemoryType(name)memoryType-boolean(name)preAllocateMemory-int(name)numNonAllocatedPages",o,o,o
Flink,1259,org.apache.flink.runtime.metrics.dump.MetricQueryService.logDumpSizeWouldExceedLimit,192,info,java.lang.String(name){} will not be reported as the metric dump would exceed the maximum size of {} bytes.-java.lang.String(name)Some metrics-long(name)messageSizeLimit,o,o,o
Flink,1262,org.apache.flink.runtime.metrics.groups.AbstractMetricGroup.addMetric,404,warn,"java.lang.String(name)""Name collision: Group already contains a Metric with the name '"" + name + ""'. Metric will not be reported.""+ Arrays.toString(scopeComponents)",o,o,o
Flink,1232,org.apache.flink.runtime.metrics.MetricRegistryImpl.getDelimiter,229,warn,"java.lang.String(name)Delimiter for reporter index {} not found, returning global delimiter.-int(name)reporterIndex",o,o,o
Flink,1228,org.apache.flink.runtime.metrics.MetricRegistryImpl.MetricRegistryImpl,146,info,java.lang.String(name)Reporting metrics for reporter {} of type {}.-java.lang.String(name)namedReporter-java.lang.String(name)className,o,o,o
Flink,1246,org.apache.flink.runtime.metrics.ReporterSetup.loadReporterFactories,189,warn,java.lang.String(name)Error while loading reporter factory.-java.lang.Throwable(name)e,o,o,o
Flink,1249,org.apache.flink.runtime.metrics.ReporterSetup.loadViaReflection,247,info,java.lang.String(name)The reporter configuration of {} is out-dated (but still supported). Please configure a factory class instead: '{}{}.{}: {}' to ensure that the configuration continues to work with future versions.-java.lang.String(name)reporterName-java.lang.String(name)metrics.reporter.-java.lang.String(name)reporterName-java.lang.String(name)factory.class-java.lang.String(name)alternativeFactoryClassName,x,o,o
Flink,1270,org.apache.flink.runtime.metrics.util.MetricUtils.getValue,242,warn,java.lang.String(name)Could not read attribute {}.-java.lang.String(name)attributeName-javax.management.JMException(name)e,o,o,o
Flink,1274,org.apache.flink.runtime.minicluster.MiniCluster.start,267,info,java.lang.String(name)Starting RPC Service(s),o,o,o
Flink,1289,org.apache.flink.runtime.net.ConnectionUtils.findAddressUsingStrategy,261,debug,java.lang.String(name)Target address {} and local address {} share prefix - trying to connect.-java.net.InetSocketAddress(name)targetAddress-java.net.InetAddress(name)interfaceAddress,o,o,o
Flink,1290,org.apache.flink.runtime.net.ConnectionUtils.findAddressUsingStrategy,272,debug,java.lang.String(name)Trying to connect to {} from local address {} with timeout {}-java.net.InetSocketAddress(name)targetAddress-java.net.InetAddress(name)interfaceAddress-int(name)strategy.getTimeout(),o,o,o
Flink,1287,org.apache.flink.runtime.net.ConnectionUtils.findAddressUsingStrategy,228,warn,java.lang.String(name)Could not resolve local hostname to an IP address: {}-java.lang.String(name)uhe.getMessage(),o,o,o
Flink,1283,org.apache.flink.runtime.net.ConnectionUtils.findConnectingAddress,150,debug,java.lang.String(name)Could not connect. Waiting for {} msecs before next attempt-long(name)toWait,o,o,o
Flink,1296,org.apache.flink.runtime.net.ConnectionUtils.findConnectingAddress,409,info,java.lang.String(name)Trying to connect to address {}-java.net.InetSocketAddress(name)targetAddress,o,o,o
Flink,1299,org.apache.flink.runtime.net.RedirectingSslHandler.channelRead,96,trace,"java.lang.String(name)Received non-SSL request, redirecting to {}{}-java.lang.String(name)redirectAddress-java.lang.String(name)path",x,o,o
Flink,1312,org.apache.flink.runtime.operators.BatchTask.closeLocalStrategiesAndCaches,576,error,"java.lang.String(name)""Error closing local strategy for input "" + i-java.lang.Throwable(name)t",o,o,o
Flink,1313,org.apache.flink.runtime.operators.BatchTask.closeLocalStrategiesAndCaches,587,error,"java.lang.String(name)""Error closing temp barrier for input "" + i-java.lang.Throwable(name)t",o,o,o
Flink,1300,org.apache.flink.runtime.operators.BatchTask.invoke,245,debug,"java.lang.String(name)formatLogString(""Start registering input and output."")",o,o,o
Flink,1365,org.apache.flink.runtime.operators.DataSinkTask.invoke,143,debug,"java.lang.String(name)getLogString(""Rich Sink detected. Initializing runtime context."")",o,o,o
Flink,1330,org.apache.flink.runtime.operators.DataSourceTask.invoke,142,debug,"java.lang.String(name)getLogString(""Rich Source detected. Initializing runtime context."")",o,o,o
Flink,1331,org.apache.flink.runtime.operators.DataSourceTask.invoke,144,debug,"java.lang.String(name)getLogString(""Rich Source detected. Opening the InputFormat."")",o,o,o
Flink,1334,org.apache.flink.runtime.operators.DataSourceTask.invoke,175,debug,"java.lang.String(name)getLogString(""Starting to read input from split "" + split.toString())",o,o,o
Flink,1336,org.apache.flink.runtime.operators.DataSourceTask.invoke,243,debug,"java.lang.String(name)getLogString(""Rich Source detected. Closing the InputFormat."")",o,o,o
Flink,1351,org.apache.flink.runtime.operators.GroupReduceDriver.run,112,debug,"java.lang.String(name)this.taskContext.formatLogString(""GroupReducer preprocessing done. Running GroupReducer code."")",o,o,o
Flink,1382,org.apache.flink.runtime.operators.hash.CompactingHashTable.close,283,debug,java.lang.String(name)Closing hash table and releasing resources.,o,o,o
Flink,1385,org.apache.flink.runtime.operators.hash.MutableHashTable.initBloomFilter,826,debug,"java.lang.String(name)String.format(""Create BloomFilter with average input entries per bucket[%d], bytes size[%d], false positive probability[%f]."",avgNumRecordsPerBucket,byteSize,fpp)",o,o,o
Flink,1396,org.apache.flink.runtime.operators.sort.CombiningUnilateralSortMerger.go,211,error,java.lang.String(name)Sorting thread was interrupted (without being shut down) while grabbing a buffer. Retrying to grab buffer...,o,o,o
Flink,1447,org.apache.flink.runtime.operators.sort.LargeRecordHandler.close,319,error,java.lang.String(name)Cannot close the large records reader.-java.lang.Throwable(name)t,o,o,o
Flink,1417,org.apache.flink.runtime.operators.sort.UnilateralSortMerger.go,980,debug,java.lang.String(name)Large record did not fit into a fresh sort buffer. Putting into large record store.,o,o,o
Flink,1452,org.apache.flink.runtime.query.QueryableStateUtils.createKvStateClientProxy,82,debug,"java.lang.String(name)msg + "" Cause: "" + e.getMessage()",o,x,o
Flink,1453,org.apache.flink.runtime.query.QueryableStateUtils.createKvStateClientProxy,84,info,"java.lang.String(name)Could not load Queryable State Client Proxy. Probable reason: flink-queryable-state-runtime is not in the classpath. To enable Queryable State, please move the flink-queryable-state-runtime jar from the opt to the lib folder.",o,o,o
Flink,1460,org.apache.flink.runtime.registration.RetryingRegistration.register,204,info,java.lang.String(name)Registration at {} attempt {} (timeout={}ms)-java.lang.String(name)targetName-int(name)attempt-long(name)timeoutMillis,o,o,o
Flink,1491,org.apache.flink.runtime.resourcemanager.JobLeaderIdService.notifyLeaderAddress,265,debug,java.lang.String(name)Found a new job leader {}@{}.-java.util.UUID(name)leaderSessionId-java.lang.String(name)leaderAddress,o,o,o
Flink,1478,org.apache.flink.runtime.resourcemanager.ResourceManager.closeTaskManagerConnection,805,info,java.lang.String(name)Closing TaskExecutor connection {} because: {}-org.apache.flink.runtime.clusterframework.types.ResourceID(name)resourceID-java.lang.String(name)cause.getMessage(),o,o,o
Flink,1468,org.apache.flink.runtime.resourcemanager.ResourceManager.deregisterApplication,504,warn,java.lang.String(name)Could not properly shutdown the application.-org.apache.flink.runtime.resourcemanager.exceptions.ResourceManagerException(name)e,o,o,o
Flink,1481,org.apache.flink.runtime.resourcemanager.ResourceManager.jobLeaderLostLeadership,838,debug,"java.lang.String(name)Discarding job leader lost leadership, because a new job leader was found for job {}. -org.apache.flink.api.common.JobID(name)jobId",o,o,o
Flink,1471,org.apache.flink.runtime.resourcemanager.ResourceManager.registerJobMasterInternal,633,debug,java.lang.String(name)Job manager {}@{} was already registered.-org.apache.flink.runtime.jobmaster.JobMasterId(name)jobMasterGateway.getFencingToken()-java.lang.String(name)jobManagerAddress,o,o,o
Flink,1473,org.apache.flink.runtime.resourcemanager.ResourceManager.registerTaskExecutorInternal,695,debug,java.lang.String(name)Replacing old registration of TaskExecutor {}.-org.apache.flink.runtime.clusterframework.types.ResourceID(name)taskExecutorResourceId,o,o,o
Flink,1483,org.apache.flink.runtime.resourcemanager.ResourceManager.releaseResource,860,debug,java.lang.String(name)Worker {} could not be stopped.-org.apache.flink.runtime.clusterframework.types.ResourceID(name)worker.getResourceID(),o,o,o
Flink,1494,org.apache.flink.runtime.resourcemanager.slotmanager.SlotManagerConfiguration.getSlotRequestTimeout,98,warn,java.lang.String(name)Config key {} is deprecated; use {} instead.-org.apache.flink.configuration.ConfigOption<Long>(name)ResourceManagerOptions.SLOT_REQUEST_TIMEOUT-org.apache.flink.configuration.ConfigOption<Long>(name)JobManagerOptions.SLOT_REQUEST_TIMEOUT,o,o,o
Flink,1506,org.apache.flink.runtime.resourcemanager.slotmanager.SlotManagerImpl.freeSlot,465,debug,"java.lang.String(name)Received request to free slot {} with expected allocation id {}, but actual allocation id {} differs. Ignoring the request.-org.apache.flink.runtime.clusterframework.types.SlotID(name)slotId-org.apache.flink.runtime.clusterframework.types.AllocationID(name)allocationId-org.apache.flink.runtime.clusterframework.types.AllocationID(name)slot.getAllocationId()",o,o,o
Flink,1507,org.apache.flink.runtime.resourcemanager.slotmanager.SlotManagerImpl.freeSlot,469,debug,java.lang.String(name)Slot {} has not been allocated.-org.apache.flink.runtime.clusterframework.types.AllocationID(name)allocationId,o,o,o
Flink,1514,org.apache.flink.runtime.resourcemanager.slotmanager.SlotManagerImpl.handleFailedSlotRequest,1027,debug,java.lang.String(name)There was not pending slot request with allocation id {}. Probably the request has been fulfilled or cancelled.-org.apache.flink.runtime.clusterframework.types.AllocationID(name)allocationId,o,o,o
Flink,1502,org.apache.flink.runtime.resourcemanager.slotmanager.SlotManagerImpl.unregisterTaskManager,395,debug,java.lang.String(name)Unregister TaskManager {} from the SlotManager.-org.apache.flink.runtime.instance.InstanceID(name)instanceId,o,o,o
